sci;AphiaID;phylum;class;order;family;genus;species;valid_name;status;code;length;lengthC;length_ref;lifespan;lifespanC;lifespan_ref;fecundity;fecundityC;fecundity_ref;develop;develop_ref;vertical;vertical_ref;ComDepthMin;ComDepthMax;DepthPref;DepthMin;DepthMax;diet;diet_ref;troph;troph_ref;TempPrefMin;TempPrefMax;TempPref;TempPrefMean;pref_ref;freq.r;freq.st
Spicara maena;126828;Chordata;Teleostei;Eupercaria incertae sedis;Sparidae;Spicara;maena;Spicara maena;accepted;SPICMAE;25;2;Koutsidi_2023;5;2;Koutsidi_2023;7250;4;Koutsidi_2023;non-guarder;Beukhof_2019_med;benthopelagic;Beukhof_2019_med;40;80;1;30;130;planktivorous;Coulon_2023;4,15;Koutsidi_2023;13;18,10000038;2;14,5;fishbase;477;1,84
Spicara smaris;126830;Chordata;Teleostei;Eupercaria incertae sedis;Sparidae;Spicara;smaris;Spicara smaris;accepted;SPICSMA;23;2;Koutsidi_2023;7;3;Koutsidi_2023;7250;4;Koutsidi_2023;guarder;Beukhof_2019_med;benthopelagic;Beukhof_2019_med;50;160;1;15;328;planktivorous;Coulon_2023;3,16;Koutsidi_2023;11,80000019;17,79999924;2;14,39999962;fishbase;6779;26,14
Spondyliosoma cantharus;127066;Chordata;Teleostei;Eupercaria incertae sedis;Sparidae;Spondyliosoma;cantharus;Spondyliosoma cantharus;accepted;SPODCAN;60;3;Koutsidi_2023;14;3;Koutsidi_2023;90413;4;Koutsidi_2023;non-guarder;Beukhof_2019_global;benthopelagic;Beukhof_2019_global;38;142;1;5;300;generalist;Coulon_2023;3,45;Koutsidi_2023;7;17,20000076;1;10,19999981;fishbase;825;3,18
Sprattus sprattus;126425;Chordata;Teleostei;Clupeiformes;Clupeidae;Sprattus;sprattus;Sprattus sprattus;accepted;SPRASPR;19,52;2;TL_fishbase;7,909090909;3;Fishbase_estim_global;43992,58333;4;Fishbase_estim_global;non-guarder;Beukhof_2019_global;pelagic;Beukhof_2019_global;25;78;1;10;150;planktivorous;Coulon_2023;3,01;Fishbase_estim_global_2;4,300000191;15,30000019;1;9,5;fishbase;1775;6,84
Squalus acanthias;105923;Chordata;Elasmobranchii;Squaliformes;Squalidae;Squalus;acanthias;Squalus acanthias;accepted;SQUAACA;150;3;Koutsidi_2023;75;3;Koutsidi_2023;10,5;2;Koutsidi_2023;bearer;Beukhof_2019_med;benthopelagic;Beukhof_2019_med;50;300;2;0;1460;generalist;Coulon_2023;4,37;Koutsidi_2023;4,199999809;18,70000076;1;9,899999619;fishbase;801;3,09
Squalus blainville;105924;Chordata;Elasmobranchii;Squaliformes;Squalidae;Squalus;blainville;Squalus blainville;accepted;SQUABLA;90;3;Koutsidi_2023;15;3;Koutsidi_2023;3,5;1;Koutsidi_2023;bearer;Beukhof_2019_med;demersal;Beukhof_2019_med;110;353;2;16;780;generalist;Coulon_2023;3,97;Koutsidi_2023;10,30000019;15,60000038;2;13,39999962;fishbase;1550;5,98
Squalus uyato;NA;Chordata;Elasmobranchii;Squaliformes;Squalidae;Squalus;uyato;NA;NA;CENTUYA;142,7007021;3;Phylosem;35,39225921;3;Phylosem;1;1;Fishbase_estim_global;bearer;Fishbase_global;demersal;Fishbase_global;200;626;3;50;1400;carnivorous;fishbase_global;4,5;Fishbase_global_2;7,300000191;16,70000076;1;11,60000038;fishbase;55;0,21
Squatina aculeata;105926;Chordata;Elasmobranchii;Squatiniformes;Squatinidae;Squatina;aculeata;Squatina aculeata;accepted;SQUTACU;188;3;TL_fishbase;33,281;3;Phylosem;161898,872;4;Phylosem;bearer;Fishbase_global;demersal;Fishbase_global;85;243;1;30;500;carnivorous;fishbase_global;3,97;Fishbase_global_1;13,10000038;17,20000076;2;15,19999981;fishbase;14;0,05
Squatina oculata;105927;Chordata;Elasmobranchii;Squatiniformes;Squatinidae;Squatina;oculata;Squatina oculata;accepted;SQUTOCL;160;3;TL_fishbase;33,281;3;Phylosem;154156,2389;4;Phylosem;bearer;Fishbase_global;demersal;Fishbase_global;50;100;1;5;500;carnivorous;fishbase_global;4,02;Fishbase_global_1;13;19,29999924;2;15,30000019;fishbase;10;0,04
Squatina squatina;105928;Chordata;Elasmobranchii;Squatiniformes;Squatinidae;Squatina;squatina;Squatina squatina;accepted;SQUTSQU;183;3;TL_fishbase;33,281;3;Phylosem;706801,9531;4;Fishbase_estim_med;bearer;Fishbase_global;demersal;Fishbase_global;20;75;1;5;150;generalist;fishbase_global;4,05;Fishbase_global_1;7,699999809;19,39999962;1;11,39999962;fishbase;8;0,03
Stephanolepis diaspros;127408;Chordata;Teleostei;Tetraodontiformes;Monacanthidae;Stephanolepis;diaspros;Stephanolepis diaspros;accepted;STEPDIA;26,1;2;Koutsidi_2023;4;2;Koutsidi_2023;123125;4;Koutsidi_2023;non-guarder;Phylosem;demersal;Fishbase_global;23;36;1;20;50;carnivorous;Phylosem;2,8;Koutsidi_2023;23,5;29,20000076;4;26,10000038;fishbase;43;0,17
Stromateus fiatola;127076;Chordata;Teleostei;Scombriformes;Stromateidae;Stromateus;fiatola;Stromateus fiatola;accepted;STROFIA;61;3;TL_fishbase;8,342;3;Phylosem;156914,6404;4;Phylosem;non-guarder;Fishbase_global;benthopelagic;Fishbase_global;16;41;1;10;70;generalist;fishbase_global;4,03;Fishbase_global_2;14,5;27,39999962;3;19;fishbase;12;0,05
Sudis hyalina;126362;Chordata;Teleostei;Aulopiformes;Paralepididae;Sudis;hyalina;Sudis hyalina;accepted;SUDIHYA;100;3;TL_fishbase;5,306;3;Phylosem;498795,7931;4;Phylosem;non-guarder;Phylosem;pelagic;Fishbase_global;441;955;4;200;2000;generalist;Phylosem;4,2;Fishbase_scrapping_global;4,599999905;13,80000019;1;8,399999619;fishbase;93;0,36
Symbolophorus veranyi;126630;Chordata;Teleostei;Myctophiformes;Myctophidae;Symbolophorus;veranyi;Symbolophorus veranyi;accepted;SYMBVER;12,5;2;TL_fishbase;5,432;3;Phylosem;3380;4;Coulon_2022_global;non-guarder;Beukhof_2019_global;pelagic;Beukhof_2019_global;99;352;2;0;800;planktivorous;Coulon_2023;3,25;Fishbase_global_2;9,800000191;16;2;13,19999981;fishbase;468;1,8
Symphodus cinereus;273567;Chordata;Teleostei;Eupercaria incertae sedis;Labridae;Symphodus;cinereus;Symphodus cinereus;accepted;SYMDCIN;13;2;Koutsidi_2023;6;3;Koutsidi_2023;22500;4;Koutsidi_2023;guarder;Fishbase_global;demersal;Fishbase_global;6;26;1;1;50;carnivorous;fishbase_global;3,54;Koutsidi_2023;16,20000076;21,29999924;2;18,79999924;fishbase;194;0,75
Symphodus doderleini;273568;Chordata;Teleostei;Eupercaria incertae sedis;Labridae;Symphodus;doderleini;Symphodus doderleini;accepted;SYMDDOD;10;1;Koutsidi_2023;5;2;Koutsidi_2023;22500;4;Koutsidi_2023;guarder;Fishbase_global;demersal;Fishbase_global;5;22;1;2;40;carnivorous;fishbase_global;3,36;Koutsidi_2023;16,5;21,60000038;2;19,29999924;fishbase;11;0,04
Symphodus mediterraneus;273569;Chordata;Teleostei;Eupercaria incertae sedis;Labridae;Symphodus;mediterraneus;Symphodus mediterraneus;accepted;SYMDMED;20,2;2;Koutsidi_2023;8;3;Koutsidi_2023;22500;4;Koutsidi_2023;guarder;Fishbase_global;demersal;Fishbase_global;6;26;1;1;50;carnivorous;fishbase_global;3,23;Koutsidi_2023;16,20000076;21;2;18,5;fishbase;97;0,37
Symphodus ocellatus;273572;Chordata;Teleostei;Eupercaria incertae sedis;Labridae;Symphodus;ocellatus;Symphodus ocellatus;accepted;SYMDOCE;12;2;Koutsidi_2023;5;2;Koutsidi_2023;22500;4;Koutsidi_2023;guarder;Fishbase_global;benthic;Fishbase_global;4;16;1;1;30;generalist;fishbase_global;3,34;Koutsidi_2023;16,5;21,10000038;2;18,89999962;fishbase;18;0,07
Symphodus roissali;273573;Chordata;Teleostei;Eupercaria incertae sedis;Labridae;Symphodus;roissali;Symphodus roissali;accepted;SYMDROI;16,7;2;Koutsidi_2023;8;3;Koutsidi_2023;22500;4;Koutsidi_2023;guarder;Beukhof_2019_global;benthic;Beukhof_2019_global;4;16;1;1;30;carnivorous;Coulon_2023;3,47;Koutsidi_2023;15,19999981;21;2;18,70000076;fishbase;6;0,02
Symphodus rostratus;273574;Chordata;Teleostei;Eupercaria incertae sedis;Labridae;Symphodus;rostratus;Symphodus rostratus;accepted;SYMDROS;11;2;Koutsidi_2023;4;2;Koutsidi_2023;22500;4;Koutsidi_2023;guarder;Fishbase_global;benthic;Fishbase_global;6;26;1;1;50;carnivorous;fishbase_global;3,37;Koutsidi_2023;16,20000076;21,29999924;2;18,89999962;fishbase;20;0,08
Symphodus tinca;273575;Chordata;Teleostei;Eupercaria incertae sedis;Labridae;Symphodus;tinca;Symphodus tinca;accepted;SYMDTIN;42,24;3;Koutsidi_2023;13;3;Koutsidi_2023;18965,5;4;Koutsidi_2023;guarder;Fishbase_global;benthic;Fishbase_global;6;26;1;1;50;carnivorous;fishbase_global;3,25;Koutsidi_2023;16,29999924;21,39999962;2;18,89999962;fishbase;23;0,09
Symphurus ligulatus;127133;Chordata;Teleostei;Pleuronectiformes;Cynoglossidae;Symphurus;ligulatus;Symphurus ligulatus;accepted;SYMPLIG;12,8;2;TL_fishbase;6,333;3;Phylosem;76113,44564;4;Phylosem;non-guarder;Fishbase_global;demersal;Fishbase_global;254;670;4;70;1480;carnivorous;Phylosem;3,5;Fishbase_global_2;6,300000191;11,19999981;1;8,699999809;fishbase;1170;4,51
Symphurus nigrescens;127134;Chordata;Teleostei;Pleuronectiformes;Cynoglossidae;Symphurus;nigrescens;Symphurus nigrescens;accepted;SYMPNIG;12,3;2;TL_fishbase;7,982;3;Phylosem;66042;4;Coulon_2022_global;non-guarder;Beukhof_2019_global;demersal;Beukhof_2019_global;163;503;3;20;1140;carnivorous;Coulon_2023;3,5;Fishbase_global_1;11;15;2;13,89999962;fishbase;5091;19,63
Synapturichthys kleinii;236492;Chordata;Teleostei;Pleuronectiformes;Soleidae;Synapturichthys;kleinii;Synapturichthys kleinii;accepted;SOLEKLE;40;3;TL_fishbase;15,116;3;Phylosem;1012298,076;4;Phylosem;non-guarder;Fishbase_global;demersal;Fishbase_global;71;220;1;20;460;carnivorous;Phylosem;3,6;Fishbase_scrapping_global;13;24,20000076;3;15,89999962;fishbase;419;1,62
Synchiropus phaeton;126798;Chordata;Teleostei;Callionymiformes;Callionymidae;Synchiropus;phaeton;Synchiropus phaeton;accepted;CALMPHA;18;2;TL_fishbase;7;3;Fishbase_med;5000;4;Coulon_2022_global;non-guarder;Beukhof_2019_global;demersal;Beukhof_2019_global;175;418;2;80;848;carnivorous;Coulon_2023;3,38;Fishbase_global_2;10,80000019;14,89999962;2;13,80000019;fishbase;2266;8,74
Syngnathus abaster;127386;Chordata;Teleostei;Syngnathiformes;Syngnathidae;Syngnathus;abaster;Syngnathus abaster;accepted;SYNGABA;21;2;Koutsidi_2023;4;2;Koutsidi_2023;35;2;Koutsidi_2023;bearer;Fishbase_global;demersal;Fishbase_global;0;3;1;0;5;planktivorous;fishbase_global;3,2;Koutsidi_2023;15,19999981;21,39999962;2;18,79999924;fishbase;3;0,01
Syngnathus acus;127387;Chordata;Teleostei;Syngnathiformes;Syngnathidae;Syngnathus;acus;Syngnathus acus;accepted;SYNGACU;40;3;Koutsidi_2023;2;1;Koutsidi_2023;142,5;3;Koutsidi_2023;bearer;Beukhof_2019_global;demersal;Beukhof_2019_global;3;12;1;0;110;carnivorous;Coulon_2023;3,46;Koutsidi_2023;10,30000019;22,60000038;3;17,70000076;fishbase;447;1,72
Syngnathus phlegon;127388;Chordata;Teleostei;Syngnathiformes;Syngnathidae;Syngnathus;phlegon;Syngnathus phlegon;accepted;SYNGPHL;20;2;TL_fishbase;5,033;3;Phylosem;706801,9531;4;Fishbase_estim_med;bearer;Fishbase_global;pelagic;Fishbase_global;3;16;1;0;30;generalist;fishbase_global;3,45;Fishbase_global_2;17,60000038;21,5;2;19,29999924;fishbase;8;0,03
Syngnathus taenionotus;127391;Chordata;Teleostei;Syngnathiformes;Syngnathidae;Syngnathus;taenionotus;Syngnathus taenionotus;accepted;SYNGTAE;19;2;TL_fishbase;5,033;3;Phylosem;1107,602154;4;Phylosem;bearer;Fishbase_global;demersal;Fishbase_global;NA;NA;NA;NA;NA;planktivorous;Phylosem;3,4;Fishbase_global_2;NA;NA;NA;16,8960393;Phylosem;3;0,01
Syngnathus tenuirostris;127392;Chordata;Teleostei;Syngnathiformes;Syngnathidae;Syngnathus;tenuirostris;Syngnathus tenuirostris;accepted;SYNGTEN;26,6496421;2;Phylosem;5,033;3;Phylosem;1220,350885;4;Phylosem;bearer;Fishbase_global;demersal;Fishbase_global;4;12;1;3;20;generalist;Phylosem;3,3;Fishbase_scrapping_global;13,76000023;18,87299919;2;15,27000046;fishbase;2;0,01
Syngnathus typhle;127393;Chordata;Teleostei;Syngnathiformes;Syngnathidae;Syngnathus;typhle;Syngnathus typhle;accepted;SYNGTYP;35;3;Koutsidi_2023;4;2;Koutsidi_2023;175;3;Koutsidi_2023;bearer;Beukhof_2019_global;pelagic;Beukhof_2019_global;3;11;1;1;20;planktivorous;Coulon_2023;4,31;Koutsidi_2023;8,800000191;19,60000038;3;14;fishbase;31;0,12
Synodus saurus;126372;Chordata;Teleostei;Aulopiformes;Synodontidae;Synodus;saurus;Synodus saurus;accepted;SYNDSAU;43;3;Koutsidi_2023;10;3;Koutsidi_2023;30070,87;4;Koutsidi_2023;non-guarder;Fishbase_global;demersal;Fishbase_global;47;20;1;1;400;carnivorous;fishbase_global;4,49;Koutsidi_2023;16,39999962;27,89999962;3;19,79999924;fishbase;1010;3,89
Thalassoma pavo;126970;Chordata;Teleostei;Eupercaria incertae sedis;Labridae;Thalassoma;pavo;Thalassoma pavo;accepted;THALPAV;20;2;Koutsidi_2023;7;3;Koutsidi_2023;22069,08127;4;Phylosem;guarder;Phylosem;benthic;Fishbase_global;1;50;1;1;150;carnivorous;fishbase_global;3,5;Koutsidi_2023;14,89999962;21,60000038;2;18,70000076;fishbase;NA;NA
Torpedo marmorata;271684;Chordata;Elasmobranchii;Torpediniformes;Torpedinidae;Torpedo;marmorata;Torpedo marmorata;accepted;TORPMAR;61,2;3;Koutsidi_2023;20;3;Koutsidi_2023;18,5;2;Koutsidi_2023;bearer;Beukhof_2019_med;benthic;Beukhof_2019_med;44;171;1;2;370;carnivorous;Coulon_2023;4,38;Koutsidi_2023;10,10000038;19,20000076;2;14,10000038;fishbase;1507;5,81
Torpedo nobiliana;NA;Chordata;Elasmobranchii;Torpediniformes;Torpedinidae;Torpedo;nobiliana;NA;NA;TORPNOB;180;3;Koutsidi_2023;20;3;Koutsidi_2023;43;2;Koutsidi_2023;bearer;Phylosem;demersal;Phylosem;NA;NA;NA;NA;NA;carnivorous;Phylosem;4,5;Koutsidi_2023;NA;NA;NA;14,51922643;Phylosem;302;1,16
Torpedo torpedo;271691;Chordata;Elasmobranchii;Torpediniformes;Torpedinidae;Torpedo;torpedo;Torpedo torpedo;accepted;TORPTOR;60;3;Koutsidi_2023;20;3;Koutsidi_2023;12;2;Koutsidi_2023;bearer;Fishbase_global;demersal;Fishbase_global;48;70;1;2;400;carnivorous;Coulon_2023;4,5;Koutsidi_2023;13;20,89999962;2;15,60000038;fishbase;187;0,72
Torquigener flavimaculosus;219962;Chordata;Teleostei;Tetraodontiformes;Tetraodontidae;Torquigener;flavimaculosus;Torquigener flavimaculosus;accepted;TORQFLA;13,4;2;Koutsidi_2023;6,659;3;Phylosem;135700,8629;4;Phylosem;guarder;Phylosem;benthic;Fishbase_global;8;31;1;3;57;planktivorous;Phylosem;3,3;Koutsidi_2023;21;29,20000076;4;26,89999962;fishbase;60;0,23
Trachinus araneus;127081;Chordata;Teleostei;Perciformes;Trachinidae;Trachinus;araneus;Trachinus araneus;accepted;TRAHARA;54,9;3;TL_fishbase;12,981;3;Phylosem;1464,452409;4;Phylosem;non-guarder;Fishbase_global;demersal;Fishbase_global;11;50;1;1;100;generalist;fishbase_global;4;Fishbase_global_2;14,69999981;21,5;2;18,60000038;fishbase;89;0,34
Trachinus draco;127082;Chordata;Teleostei;Perciformes;Trachinidae;Trachinus;draco;Trachinus draco;accepted;TRAHDRA;35,2;3;Koutsidi_2023;14;3;Koutsidi_2023;333,3888643;3;Koutsidi_2023;non-guarder;Beukhof_2019_global;demersal;Beukhof_2019_global;1;30;1;1;150;generalist;Coulon_2023;4,18;Koutsidi_2023;8,699999809;18,70000076;1;10,89999962;fishbase;4770;18,39
Trachinus radiatus;127083;Chordata;Teleostei;Perciformes;Trachinidae;Trachinus;radiatus;Trachinus radiatus;accepted;TRAHRAD;50,7;3;Koutsidi_2023;14;3;Koutsidi_2023;333,3888643;3;Koutsidi_2023;non-guarder;Fishbase_global;demersal;Fishbase_global;30;60;1;1;150;generalist;Phylosem;4,18;Koutsidi_2023;13,30000019;24,39999962;3;17,29999924;fishbase;750;2,89
Trachipterus trachypterus;126528;Chordata;Teleostei;Lampriformes;Trachipteridae;Trachipterus;trachypterus;Trachipterus trachypterus;accepted;TRAPTRA;300;3;TL_fishbase;32,127;3;Phylosem;102851,0702;4;Phylosem;non-guarder;Fishbase_global;pelagic;Fishbase_global;159;326;2;100;600;generalist;fishbase_global;2,88;Fishbase_global_2;8,899999619;20,5;3;13,5;fishbase;7;0,03
Trachurus mediterraneus;126820;Chordata;Teleostei;Carangiformes;Carangidae;Trachurus;mediterraneus;Trachurus mediterraneus;accepted;TRACMED;42,7;3;Koutsidi_2023;12;3;Koutsidi_2023;150000;4;Koutsidi_2023;non-guarder;Beukhof_2019_med;pelagic;Beukhof_2019_med;5;250;1;0;500;generalist;Coulon_2023;3,77;Koutsidi_2023;13,19999981;21;2;17,39999962;fishbase;7391;28,5
Trachurus picturatus;126821;Chordata;Teleostei;Carangiformes;Carangidae;Trachurus;picturatus;Trachurus picturatus;accepted;TRACPIC;60;3;Beukhof_2019_med;18;3;Fishbase_global;276449;4;Coulon_2022_global;non-guarder;Beukhof_2019_med;pelagic;Beukhof_2019_med;311;338;4;305;370;generalist;Coulon_2023;3,32;Beukhof_2019_med;9,600000381;14,10000038;2;13,10000038;fishbase;2488;9,59
Trachurus trachurus;126822;Chordata;Teleostei;Carangiformes;Carangidae;Trachurus;trachurus;Trachurus trachurus;accepted;TRACTRA;50;3;Koutsidi_2023;11;3;Koutsidi_2023;110000;4;Koutsidi_2023;non-guarder;Beukhof_2019_med;pelagic;Beukhof_2019_med;100;200;1;0;1050;generalist;Coulon_2023;3,84;Koutsidi_2023;10,60000038;16,60000038;2;13,30000019;fishbase;14472;55,81
Trachyrincus scabrus;126482;Chordata;Teleostei;Gadiformes;Macrouridae;Trachyrincus;scabrus;Trachyrincus scabrus;accepted;TRARTRA;49;3;Fishbase_med;10,5;3;Fishbase_estim_med;14191;4;Coulon_2022_global;non-guarder;Beukhof_2019_global;demersal;Beukhof_2019_global;564;953;4;395;1700;generalist;Coulon_2023;3,64;Fishbase_global_1;4,699999809;13,69999981;1;10,39999962;fishbase;1139;4,39
Trichiurus lepturus;127089;Chordata;Teleostei;Scombriformes;Trichiuridae;Trichiurus;lepturus;Trichiurus lepturus;accepted;TRIILEP;234;3;TL_fishbase;13;3;Fishbase_estim_global;42868,39474;4;Fishbase_estim_global;non-guarder;Beukhof_2019_global;benthopelagic;Beukhof_2019_global;100;350;2;0;589;carnivorous;Coulon_2023;4,42;Fishbase_global_1;10,10000038;23,20000076;3;15,19999981;fishbase;1;0
Trigla lyra;127266;Chordata;Teleostei;Perciformes;Triglidae;Trigla;lyra;Trigla lyra;accepted;TRIGLYR;60;3;TL_fishbase;7,5;3;Fishbase_estim_med;108000;4;Coulon_2022_global;non-guarder;Beukhof_2019_global;demersal;Beukhof_2019_global;150;400;2;10;700;carnivorous;Coulon_2023;3,65;Fishbase_global_1;8,5;14,89999962;2;13,10000038;fishbase;4221;16,28
Trigloporus lastoviza;NA;Chordata;Teleostei;Perciformes;Triglidae;Trigloporus;lastoviza;NA;NA;TRIPLAS;30;2;Beukhof_2019_med;14,33333333;3;Fishbase_estim_global;59628,06067;4;Phylosem;non-guarder;Beukhof_2019_med;demersal;Beukhof_2019_med;25;40;1;10;150;carnivorous;fishbase_global;3,49;Beukhof_2019_med;8,899999619;26;1;11,80000019;fishbase;3524;13,59
Trisopterus capelanus;712475;Chordata;Teleostei;Gadiformes;Gadidae;Trisopterus;capelanus;Trisopterus capelanus;accepted;TRISCAP;35;3;Beukhof_2019_estim_med;6,407;3;Phylosem;81121,13656;4;Phylosem;non-guarder;Beukhof_2019_med;benthopelagic;Beukhof_2019_med;NA;NA;NA;NA;NA;carnivorous;fishbase_global;3,57;Beukhof_2019_estim_med;NA;NA;1;9,492090386;Phylosem;9146;35,27
Trisopterus luscus;126445;Chordata;Teleostei;Gadiformes;Gadidae;Trisopterus;luscus;Trisopterus luscus;accepted;TRISLUS;46;3;Beukhof_2019_med;5;2;Fishbase_estim_global;43992,58333;4;Fishbase_estim_global;non-guarder;Beukhof_2019_med;benthopelagic;Beukhof_2019_med;37;65;1;30;100;generalist;Coulon_2023;3,57;Beukhof_2019_med;7,099999905;12,80000019;1;9,600000381;fishbase;3;0,01
Umbrina canariensis;127011;Chordata;Teleostei;Eupercaria incertae sedis;Sciaenidae;Umbrina;canariensis;Umbrina canariensis;accepted;UMBRCAN;80;3;TL_fishbase;12,408;3;Phylosem;311725;4;Coulon_2022_global;non-guarder;Beukhof_2019_global;demersal;Beukhof_2019_global;150;200;1;50;300;carnivorous;Coulon_2023;3,37;Fishbase_global_2;11,89999962;19,70000076;2;15;fishbase;19;0,07
Umbrina cirrosa;127012;Chordata;Teleostei;Eupercaria incertae sedis;Sciaenidae;Umbrina;cirrosa;Umbrina cirrosa;accepted;UMBRCIR;104;3;TL_fishbase;10,911;3;Phylosem;278388,9289;4;Phylosem;non-guarder;Beukhof_2019_global;demersal;Beukhof_2019_global;10;50;1;0;100;carnivorous;fishbase_global;3,41;Fishbase_global_2;13,30000019;21;2;18;fishbase;27;0,1
Umbrina ronchus;127013;Chordata;Teleostei;Eupercaria incertae sedis;Sciaenidae;Umbrina;ronchus;Umbrina ronchus;accepted;UMBRRON;100;3;TL_fishbase;12,232;3;Phylosem;269247,2762;4;Phylosem;non-guarder;Fishbase_global;demersal;Fishbase_global;39;106;1;20;200;carnivorous;fishbase_global;3,38;Fishbase_global_2;13,69999981;25,79999924;3;17,29999924;fishbase;8;0,03
Upeneus moluccensis;126989;Chordata;Teleostei;Mulliformes;Mullidae;Upeneus;moluccensis;Upeneus moluccensis;accepted;UPENMOL;25,4;2;Koutsidi_2023;5;2;Koutsidi_2023;70648;4;Koutsidi_2023;non-guarder;Phylosem;benthic;Fishbase_global;21;64;1;10;120;carnivorous;fishbase_global;3,63;Koutsidi_2023;24,29999924;28,20000076;4;27,20000076;fishbase;38;0,15
Upeneus pori;273671;Chordata;Teleostei;Mulliformes;Mullidae;Upeneus;pori;Upeneus pori;accepted;UPENPOR;22,1;2;Koutsidi_2023;5;2;Koutsidi_2023;78500;4;Koutsidi_2023;non-guarder;Phylosem;demersal;Fishbase_global;23;37;1;20;52;carnivorous;Phylosem;3,5;Koutsidi_2023;19,29999924;27,60000038;4;25,60000038;fishbase;35;0,13
Uranoscopus scaber;127093;Chordata;Teleostei;Perciformes;Uranoscopidae;Uranoscopus;scaber;Uranoscopus scaber;accepted;URANSCA;44,5;3;Koutsidi_2023;5;2;Koutsidi_2023;125000;4;Koutsidi_2023;non-guarder;Beukhof_2019_global;demersal;Beukhof_2019_global;59;192;1;15;400;generalist;Coulon_2023;4,38;Koutsidi_2023;11,19999981;17;2;14,19999981;fishbase;3266;12,59
Vinciguerria attenuata;127302;Chordata;Teleostei;Stomiiformes;Phosichthyidae;Vinciguerria;attenuata;Vinciguerria attenuata;accepted;VINCATT;4,5;1;TL_fishbase;1;1;Fishbase_global;66541,5644;4;Phylosem;non-guarder;Phylosem;pelagic;Fishbase_global;356;894;4;100;2000;planktivorous;fishbase_global;3,05;Fishbase_global_2;4,099999905;13,89999962;1;8,5;fishbase;148;0,57
Vinciguerria poweriae;127304;Chordata;Teleostei;Stomiiformes;Phosichthyidae;Vinciguerria;poweriae;Vinciguerria poweriae;accepted;VINCPOW;4,3;1;TL_fishbase;1,29;1;Phylosem;109000;4;Coulon_2022_global;non-guarder;Beukhof_2019_global;pelagic;Beukhof_2019_global;300;600;4;50;1500;planktivorous;Coulon_2023;3,09;Fishbase_global_2;6,300000191;14,80000019;1;10,60000038;fishbase;28;0,11
Xiphias gladius;127094;Chordata;Teleostei;Carangiformes;Xiphiidae;Xiphias;gladius;Xiphias gladius;accepted;XIPHGLA;334,5;3;Koutsidi_2023;19;3;Koutsidi_2023;3500000;4;Koutsidi_2023;non-guarder;Beukhof_2019_global;pelagic;Beukhof_2019_global;0;550;3;0;2878;carnivorous;Coulon_2023;4,46;Koutsidi_2023;10,89999962;27,60000038;4;22,70000076;fishbase;7;0,03
Xyrichtys novacula;126971;Chordata;Teleostei;Eupercaria incertae sedis;Labridae;Xyrichtys;novacula;Xyrichtys novacula;accepted;XYRINOV;38;3;TL_fishbase;8;3;Fishbase_med;23677,81226;4;Phylosem;non-guarder;Beukhof_2019_global;benthic;Beukhof_2019_global;10;45;1;1;90;carnivorous;fishbase_global;3,51;Fishbase_global_1;17,39999962;27,89999962;4;24,39999962;fishbase;76;0,29
Zeugopterus regius;236488;Chordata;Teleostei;Pleuronectiformes;Scophthalmidae;Zeugopterus;regius;Zeugopterus regius;accepted;PHRYREG;20;2;TL_fishbase;13,66;3;Phylosem;1,00E+09;4;Coulon_2022_global;non-guarder;Beukhof_2019_global;demersal;Beukhof_2019_global;28;92;1;10;180;generalist;Coulon_2023;4;Fishbase_scrapping_global;7,199999809;13;1;10,10000038;fishbase;55;0,21
Zeus faber;127427;Chordata;Teleostei;Zeiformes;Zeidae;Zeus;faber;Zeus faber;accepted;ZEUSFAB;52,8;3;Koutsidi_2023;18;3;Koutsidi_2023;14000;4;Koutsidi_2023;non-guarder;Beukhof_2019_med;benthopelagic;Beukhof_2019_med;50;150;1;5;400;carnivorous;Coulon_2023;4,47;Koutsidi_2023;6,699999809;23,70000076;3;13,60000038;fishbase;7495;28,9
Abralia veranyi;139688;Mollusca;Cephalopoda;Oegopsida;Enoploteuthidae;Abralia;veranyi;Abralia veranyi;accepted;ABRAVER;5;1;JerebRoper2010;1;1;Salman2005;26584;4;Salman2005;non-guarder;;pelagic;JerebRoper2010;114;394;2;1;900;carnivorous;Sealifebase;NA;;6,6;19,7;1;11,6;Sealifebase;2970;11,45
Abraliopsis morisii;237819;Mollusca;Cephalopoda;Oegopsida;Enoploteuthidae;Abraliopsis;morisii;Abraliopsis morisii;accepted;ABRIMOR;4,5;1;JerebRoper2010;NA;1;;NA;NA;;;;pelagic;Sealifebase;526;1473;4;0;3660;;;NA;;NA;NA;NA;NA;Sealifebase;6;0,02
Alloteuthis media;153134;Mollusca;Cephalopoda;Myopsida;Loliginidae;Alloteuthis;media;Alloteuthis media;accepted;ALLOMED;13,2;2;Koutsidi2020 ;1,5;1;Koutsidi2020 ;2500;4;JerebRoper2010;non-guarder;Sealifebase;demersal;Sealifebase;20;200;1;0;674;carnivorous;Sealifebase;3;Koutsidi2020 ;NA;NA;NA;NA;Sealifebase;9944;38,35
